Review Title,Review Description,Review Rating,Month of Stay:,Type of Trip:,No. of contributions from reviewer:,No. of helpful votes on review:,Hotels
The Luxurious and Captivating Jewel on Marina Bay with a Soul,"We spent two nights at FBH for our staycation. There are three things, in our opinion, that make this hotel unbeatable:  1. The never-get-bored bay view from the Bay View Room 2. The amazing hotel breakfast that we look forward to having again 3. Emma, who served us at breakfasts and made us feel welcomed, pampered, and met our expectation of a five-star luxury hotel.  The hotel room was spotlessly clean to begin with. From the mirrors to the balcony, they cleaned every spot and it was totally dust-free. The bay view room made our stay a total luxury and relaxing at the same time.  The mattress was too soft and sinking for us but the Duty Manager, Julian got it replaced the next day after we raised our concern. He also sent us a fruit basket and a personalised note as a token of…",50,Apr-21,Undisclosed,13,3,Fullerton
Great stay at Fullerton Bay,"Though expensive, it’s worth every dollar  Started from being warmly welcomed each time we come back to the hotel by Door man Asenth who remembers us during our stay, to the great hospitality by other staff as well.   There was an incident with uncooperative guest and the duty manager then handled it well, thanks for that.  Everything was well organized and for once, a staycation really felt like a staycation !",50,May-21,Travelled as a couple,2,0,Fullerton
Afternoon Tea,"East meets West afternoon tea. The variety and taste of the savoury and sweet delicacies are very well balanced. The sweetness is not overbearing so it is easy to swallow and gentle to your taste buds. The savoury also encompasses premium ingredients so it makes the entire course feel worthwhile. The chef did a very good job in selecting the flavours to complement the dishes together and balancing the sweetness mildly so it does not over power your senses negatively. A restaurant and afternoon tea I will be willing to go back again for, seeing how creative and tantalizing the dishes were concocted!",50,Apr-21,Travelled as a couple,5,0,Fullerton
Amazing View,Booked the Premier Bay View Room.   Room was ready at 3pm sharp and late check out request till 1230pm.  Amazing stunning view to the Marina.  The most comfortable bedroom slippers.  Delicious breakfast and in room dining.   Enjoyed my drink at Gin Parlour too.   Had some hiccups for the room booking but overall settled.   ,40,Apr-21,Travelled solo,135,37,Fullerton
Surprise party for my bestfriend,"The staffs of Fullerton Bay Hotel exceeded our expectations from booking until check out.   Special Mention to Mr.Michael Lee the food and beverage director of Town Restaurant for making sure that we will have the best experience throughout our stay at the Fullerton Bay! I was once a part of the Fullerton Hotel family and I actually came back as a guest and chose one of the best room that Fullerton bay has, which is the room with private jacuzzi in front of the marina bay sands and other famous buildings surrounding it.   Thanks to Ms.Rhea, Ms.Michelle and the rest of the amazing people who took care of us. It was indeed a very unforgettable experience and I won't hesitate to come back again. For the welcoming and warm service, food,people and the hotel itself!  Kudos to the…",50,Apr-21,Travelled with friends,5,0,Fullerton
Celebration for hubby,"We opt to celebrate my husband promotion in la brasserie in Fullerton Bay Hotel and we have great experience, our server Kumar, Sunny and Chloe made it so easy for me to enjoy the moment as they entertain my 3 boys!!! We love our experience! And we'll surely be back!",50,Apr-21,Travelled with family,2,0,Fullerton
Fantastic birthday dinner,"My girlfriend made a reservation for my birthday dinner at this place. I must say that the service here is top notch and the staffs here, especially chloe, was very attentive to our needs. Overall, it was an enjoyable experience and a nice place to dine in :)",50,Apr-21,Travelled as a couple,3,0,Fullerton
Excellent service by Kumar and Chloe!,"A shoutout to Kumar for his excellent service during our visit at La Brassiere! He was attentive and helpful throughout our meal. Such a commitment to great customer service is to be commended. Also thank you to Chloe, for being professional and friendly. Appreciate the  service from the both of them!! Great experience!",50,Apr-21,Travelled as a couple,1,0,Fullerton
A Pleasant Evening,"Dined at the La Brasserie, stayed at Fullerton.  View was great - come at dusk if you can.  Food was great - ordered the Beef Cheeks which melted in my mouth, and a flavourful, fresh lobster roll.  Service was great - shout-out to Kumar and Chloe.  Give this a shot!",50,Apr-21,Travelled as a couple,2,0,Fullerton
Good service,"Visited  La Brasserie on 29 April. I will like to applaud the Good service by kumar and chloe, they are very attentive, friendly and helpful. Good environment and decent food. Good experience. Will recommend friends and family over here.",50,Apr-21,Travelled as a couple,1,0,Fullerton
Fantastic hospitality as expected,We stayed at the Fullerton Hotel and dined at Fullerton Bay. The hotel service was great as expected.  Just want to highlight our experience at la brasserie - a shout-out to Kumar and Chloe who were helpful and fantastic throughout the evening,50,Apr-21,Travelled as a couple,1,0,Fullerton
Wonderful afternoon tea,"Pleasant weekday afternoon tea by the bay.  Food was great, with asian flavours on the seasonal menu. Service was superb, Princess and Lotha did a fantastic. Our savory and scones were topped up at regular intervals, they paid special  attention to the particular item we liked and offered it almost instantaneously. Would definitely return again.",40,Apr-21,Travelled with friends,142,41,Fullerton
Afternoon Tea at The Landing Point,Great view and great service by Princess and Lotta! Very attentive to what my preferences are and offered the top ups actively! The buffet is worth the money! This is my third time back and I’m always satisfied with the service! Thank you for the great experience!,50,Apr-21,Travelled with friends,3,0,Fullerton
Dinner at La Brasserie,Had a wonderful experience dining here. My wife and I enjoyed very much the epicurean set meal and items from the ala carte menu. The food was excellent. The atmosphere and ambience was great. So too the pleasant service of Princess,50,Apr-21,Travelled as a couple,3,0,Fullerton
Good service makes all the difference.,"Nice savouries and sweets with great service. Love the view here at Fullerton Bay. Savoury refills were in abundance and we were absolutely stuffed by the end. Served by Kumar, who is sensitive and well mannered and was quick to attend to us whenever we need.",50,Apr-21,Travelled as a couple,1,0,Fullerton
Anniversary celebration @ Lantern,Thank you Germa and team for the wonderful hospitality and making our anniversary such a memorable one! The complimentary cake and the photo card memento was a pleasant surprise to us!😊 Highly recommended for couples and special occasion celebrations!!,50,Apr-21,Travelled as a couple,2,0,Fullerton
One of the best family hotel that comes with a great view and amenities for baby!,"The short staycation experience at The Fullerton Bay Hotel is one of the best my wife and I have experienced! Our little one enjoyed his first staycation so much as well! The services from check in, to room, for breakfast to check out are excellent. They will ensure that you and your family are well taken care of. We felt pampered! The room comes with a balcony and the stunning view of the MBS. We loved relaxing at the balcony be it in the day or night time. The rooftop pool is beautiful, clean and big.  A big thank you to Ali and Rhea for all the arrangements! We loved the amenities in the room. The baby amenities are fantastic. Everything you need are provided such as baby bath tub, baby bottle sanitiser, bottles cleaning sets, bath set and baby cot. These are very important…",50,Apr-21,Undisclosed,6,0,Fullerton
Celebration,"Wonderful and prompt service provided by Maria, Kumar, Chloe and Tyson. Food is awesome! Will be back again♥️😊 Thank you so much for the birthday cake and surprise momento. You guys made our day!!!!!!",40,Apr-21,Travelled with family,5,0,Fullerton
"Gin Parlour, beautiful view and exiting exploration of Gin","Went to Gin Parlour to explore the promotional Gin.  I was surprisingly happy with the selection of the old and the new gin. We tried chendol gin and gin mare, as recommended by Ms Abrigo. We love her recommendations!  Highly recommended to visit, to try the variety of gin and very lovely view.  Ms Abrigo also super lovely, she is also know her stuffs! Highly recommended!!",50,Apr-21,Travelled as a couple,6,6,Fullerton
Gin Parlour,Visited Gin Parlour for a pre-dinner drink. It was unfortunately drizzling that day so me and my friend were not able to seat in the open space area. But the service from asel and benson somehow made the experience complete. I tried their chendol gin and it was good. It is worth it to try a different serving of gin and tonic.,50,Apr-21,Travelled with friends,26,7,Fullerton
Fantabulous staycation,"A wonderful staycation made possible by the wonderful crew of the hotel. The kids were ecstatic at the sight of the birthday balloon and cake, as well as a handwritten birthday card delivered to the room (yes, they have never received a handwritten birthday card in this era, thanks michelle!). Breakfast was also made unforgettable by Princess, who was so attentive that she delivered a new face mask to the table before I could even realize that my mask was on the floor. So much more other instances when we were impressed by the crew.. kudos to the team and the exceptional services!",50,Apr-21,Travelled with family,4,0,Fullerton
Very enjoyable experience at Landing Point,"Went for afternoon tea. The staff were great. In particular Lotha, Emma and Maria were extremely attentive. We had a family member with food allergies, and they made it a point to unsure he had a special assortment of foods to eat.",40,Apr-21,Travelled with family,2,0,Fullerton
Afternoon tea,"Lotha, Emma and Maria were lovely. They made sure our afternoon tea trays never went empty for long and helped with all questions. The beverages and desserts were everything to be expected of this establishment!",50,Apr-21,Travelled with family,2,0,Fullerton
Great service by Daniel and crew.,"Food was great and the scones were perfect. Excellent service and Special compliment to Daniel. he is very attentive, cheerful, friendly and very good memory.  Definitely will be back again. 👍🏻👍🏻👍🏻",50,Apr-21,Travelled with friends,3,0,Fullerton
Weekend high tea,The high tea menu is good! We love the savouries! Still my favourite high tea place! Good and friendly service by Lotha. She's very attentive and notice whenever we needs to refill our food and drinks. Thank you Lotha! :),50,Apr-21,Travelled with friends,3,0,Fullerton
East meets west  afternoon tea,"Service was excellent. Daniel, Xin Rong and Idrus were extremely attentive to our needs and preferences. Table was a bit small and cosy for 8 pax. Food was wonderful. Looking forward to trying out the next edition of afternoon tea!",50,Apr-21,Travelled with friends,4,3,Fullerton
Restaurant week,Have a wonderful lunch with friends. Good service by Kumar. Love it.  Will be back with friends.   The meals was awesome and friendly service.  Worth it and always intro my friends to come here for the ambience,50,Apr-21,Travelled with friends,10,0,Fullerton
Good meal and wonderful service!,"Dinner at La Brasserie during our stay at the hotel, ordered the truffle mushroom soup, duck confit and chicken rice. Thanks to Kumar for the attentive service, he noticed we were here to celebrate my partner’s birthday and came up to wish us a good time! would come back again! :)",50,Apr-21,Travelled as a couple,2,0,Fullerton
Dinner,Great service from kumar tonight! Great humor and very enjoyable meal with good food and ambience. Highly recommended and would hope to come here again. Good place for dates or meetings and the view at night is lovely too,50,Apr-21,Travelled as a couple,1,0,Fullerton
Visit to fulerton bay,"Kumar is very nice, fast and the food was nice, especially the bandung cake, is my favourite 😋the spaghetti was nice and the environment is amazing  My husband is usually picky about food but this time, he was happy!",50,Apr-21,Travelled as a couple,5,2,Fullerton
Kumar made our visit amazing EVERY single time we have been here!,"I have come here on numerous occasions. At all times, we were attended to by a very nice gentleman named Kumar   He advised patiently what dishes to get a well as dessert.  And as always, he is always spot on.   The ambience and service overall is also always amazing.  Highly recommended- thanks La Brasserie and thank you Kumar!",50,Apr-21,Travelled as a couple,4,0,Fullerton
Monday Blues with friends,"Went here last Monday just to chill and to catch up with friends. This place never failed to amazed me, the view, the drinks and the service rendered by Ms. Germa, it’s amazing! Not bad for a Monday, the crowd still overwhelming. Haizul and Germa keeps on checking our table if everything is okay. They’re service is beyond everything. And their Gin Trilogy is a must try drinks kudos to their bartender Anna. Will keep on coming. ",50,Apr-21,Travelled with friends,18,20,Fullerton
La brasserie,"Excellent service by kumar! He was engaging, offered us a special additional dessert option (there were 3 of us and only 2 desserts on the menu) and gave useful wine suggestions. Food was pleasant. Thank you for enabling a great evening",50,Apr-21,Travelled with friends,2,0,Fullerton
La Brasserie,"Sumptuous meal with a great view of the Bay. I just can't get enough of their Confit de Canard, crunchy skin and tender from the inside. The staff are friendly and warm especially Princess, Leah and Alan. I highly recommend this restaurant. ",50,Apr-21,Travelled with family,6,0,Fullerton
Excellent service and food,"The refillable savoury food from their high tea menu is amazing, and their sweets and selection of beverages are great too. Service provided is fantastic under great care by Kumah. Will be back again!",50,Apr-21,Travelled as a couple,1,0,Fullerton
Great food and atmosphere,"The food was really good. The selection of tea was superb. Atmosphere was really nice with a perfect view of Marina Bay Sands. Perfect for an afternoon date. Service was superb from our waiter, Kumar :)",50,Apr-21,Travelled as a couple,1,0,Fullerton
Wonderful meal made possible by excellent recommendations and service by staff,"Many times a great meal can be marred by terrible service or condescending staff  This was not one of those times. Kumar made us felt comfortable the moment we sat down, excellent recommendations on the food menu on items we almost missed out.  Perfect balance on attentiveness while not being overbearing. Both Kumar and Daniel got us a cake and small bites after knowing it was my wife's birthday month.  Beautiful decor and view of the bay paired with exquisitely prepared food, will definitely come back another time for a memorable experience.",50,Apr-21,Travelled as a couple,12,0,Fullerton
Celebrating Mom’s Birthday!,"Nice ambiance, food & wine was really good. Service by waitress named Princess was excellent and attentive. A good place to dine!   The view by the window was beautiful as you can see tall buildings by Singapore river.",50,Apr-21,Travelled with family,5,0,Fullerton
Awesome service and awesome food.,"An evening well spent with family, the ambiance was very nice and the food was amazing. The service by Kumar was beyond expectations and we can’t recommend this experience enough. Definitely coming back for more.",50,Apr-21,Travelled with family,2,0,Fullerton
Pleasant Staycation.,Great staycation at FBH. All staffs are very professional and helpful. Great views from bay view corner room. Easy to get a slot for the pool booking due to being a small hotel. Nice and wonderful complimentary little gifts for our anniversary. Overall a plesant staycation.,50,Mar-21,Travelled as a couple,411,35,Fullerton
10th year wedding anniversary,"Love the food, environment and comfortable. A very enjoyable place for meals and value for price too. The location is perfect to create happy and lasting memories with your loved ones too. We would come again soon.",50,Apr-21,Travelled as a couple,3,2,Fullerton
Excellent service!!!,"Been here for a birthday celeb with friends and really amazed at the excellent service. The high-tea food selection is sumptuous.   Special thanks to Lotha, Maria and Emma for being courteous and really asking us if we need anything else. ",50,Apr-21,Travelled with friends,2,0,Fullerton
Best Brunch!,"The service and food are fantastic. Loved the music as well, makes it more of a party vibe :) Thanks Kumar for the last pour!   Will definitely be coming back here and bringing some friends to celebrate.",50,Apr-21,Travelled as a couple,3,0,Fullerton
Ms. Yvonne,"Lotha,Maria and Emma did a great job in service. They are all friendly & polite. Their service are very prompt. Thumbs up! 👍🏻 Nice ambience and food 🍲 highly recommend it to my friends and relatives!",50,Apr-21,Travelled as a couple,1,0,Fullerton
Amazing stay at FBH for my 21st Birthday!,"I would like to thank the team at Fullerton Bay hotel for the amazing 21st birthday staycation! The room was decorated extremely beautifully with all my favorite colours taken into consideration :)  All decors and balloons especially were carefully selected for the room! I loved the decorations, birthday cake and the signature Fullerton bear and had a shock when I entered the room. No words could describe the feeling I had!  Not to mention the breath-taking view from the room’s balcony which spanned the entire waterfront! The next day’s breakfast was delivered to the room and I was given yet another cake with a 21st topper!  Overall I had an awesome stay amidst this COVID-19 restrictions. My 21st was indeed a memorable one! Feel absolutely blessed. Thank u once again to the team…",50,Mar-21,Undisclosed,6,0,Fullerton
21st Birthday,"Held my son’s 21st birthday at the private room of La Brassiere in mid- March. Rhea worked with us to decorate the room beautifully for the occasion. The menu was also semi-customised for us and the food was of course, excellent. It was a memorable occasion for everyone especially the birthday boy.",50,Mar-21,Travelled with family,5,7,Fullerton
Feel welcomed,"Dined at La Brasserie for the first time. The service staff, Kumar, was very friendly, accomodating & made us feel welcomed. As the dessert choices were not much, he recommends well. Would love to return.",50,Apr-21,Travelled as a couple,17,2,Fullerton
Great experience at La Brassiere,"My friends and I went for dinner there for the first time and it was a very pleasant experience. Our server, Kumar, was very professional, friendly and knowledgeable and made our dining experience an excellent one! Kumar’s food recommendations were all delicious.  Thank you very much Kumar and the staff at La Brassiere for the lovely evening!",50,Apr-21,Travelled with friends,1,0,Fullerton
Tea time by the bay,"Lovely tea with great service from Lotha, Daniel and Olivia. The food was nice and ambience was beautiful. Great experience. Recommend the scones, Truffle soy Chicken Sesame Mini Tart and Shio Kombu Seafood & Lobster Salad.",50,Apr-21,Travelled with friends,14,0,Fullerton
Amazing tea time with friends,"The staff service here is impeccable- they made sure that our cups were never empty, and our stomachs was satisfied! Thank you to Lotha, Olivia and Daniel at the Landing Point. My friends and I had a lovely time.",50,Apr-21,Travelled with friends,2,0,Fullerton
Landing Point - High Tea,Lotha and Olivia did a great job in servicing me and my friend. They consistently checked if we require additional fill ups of food and if everything was alright. Food was good and ambience was nice on a rainy day.,50,Apr-21,Travelled with friends,2,0,Fullerton
Nice place for a date,Picked La Brasserie cause we could enjoy AMEX privileges. The restaurant is beautiful in the day cause of the floor to ceiling windows that lightup the restaurant. Food's great and all come beautifully plated. We were served by Kumar and Mano who made our experience an enjoyable one.,50,Apr-21,Travelled as a couple,7,0,Fullerton
Pleasant visit at Landings Point,Very good service and friendly crew especially Kumar and Xi Rong. It was a celebration for my mom’s birthday and they were very kind to get us a window seat with great views and attentive service. We even got a customized photo of my mom and I to commemorate her birthday.,50,Apr-21,Travelled with family,5,0,Fullerton
Amazing view and delicious treats,"We booked an afternoon tea for us to celebrate a birthday and it was a great experience for us. The savoury treats were really delectable, especially the lobster salad in cone. Also a bonus that it is refillable and so are the coffee and tea. Selection is great! Special thanks to Kumar and Maria for the extra touch in making the birthday celebration more special. They were jovial and very friendly! Lastly the bay view of MBS tops off the whole experience.",50,Apr-21,Travelled as a couple,13,0,Fullerton
Warm experience at Landing Point,"Service staff were excellent, especially Kumar and Maria. Food taste better with great service. The ambience was good and amount of food was ample as well. We were blessed with good seating near the window to enjoy the view",50,Apr-21,Travelled as a couple,2,0,Fullerton
An enjoyable high tea session,"Very good ambience if you are looking at taking IG worthy pictures. Great services with very friendly staffs. Our butler of the day Daniel, made our visit very enjoyable, laughter all day. Good food and best service! Especially thumbs up to Daniel!",50,Apr-21,Travelled with family,2,0,Fullerton
High tea,"Happy gathering with family at The Landing Point. Nice high tea with a lot of selection. Wonderful and lovely afternoon. Excellent service. Thanks Daniel & Idrus Tyson. Will definitely visit again. Good choice for family, friends and couples.",50,Apr-21,Travelled with family,3,2,Fullerton
Dinner here,Had dinner here with Amex love dining - with 50% off it was very worth . Food was good w nice view. Got the lobster pasta and the steak. Served by Kumar who was very thoughtful and thorough in service,50,Apr-21,Travelled as a couple,2,0,Fullerton
Good service at The Landing Point,"The service rendered was amazing and welcoming. Since it is Covid period, you have to order drinks through a QR code, I forgot to place my order. Lotha, the serving crew was very attentive, she noticed that our table was not served after a while and took the initiative to check our order. She informed us that our order was not successfully placed and came to take our order. She also ensured that our food serving was always refilled. Had a great time here!",50,Apr-21,Travelled with friends,2,0,Fullerton
Meet ups,"it is my first time to visit this place. im impressed that it is relaxing and pleasing , knowing i am pregnant . I enjoyed the stay. Happy me as i ate and enjoyed the scenery. Surely will come back again.",50,Apr-21,Travelled with friends,1,0,Fullerton
Awesome Hi-tea at The Landing Point,"It's our 1st time having high tea here and we are amazed by services and food they serve here.   We are well taken care by Daniel, Tyson and Idrus. They are attentive to our request and respond are fast!   This high tea is a must try! The truffle soy chicken and shio kombu seafood lobster is a hot favorite among us.   We will definitely be here soon again!",50,Apr-21,Travelled with friends,2,0,Fullerton
Great high tea experience,Daniel was very helpful in recommending the drinks and upheld great service by keep coming back to check on us to ensure that we are well fed and served. The savory items were very good and free flow. Definitely recommend a visit!,50,Apr-21,Travelled with friends,10,11,Fullerton
Relax and great time at Landing point high tea at Fullerton Bay Hotel,"Still the best high tea in my opinion. Yummy free flow of savory items, coffee/tea! Desserts are good too! Service personnel are also attentive. My perfect kind of a stress-free weekday high tea. Love the ambience here too!",50,Apr-21,Travelled with family,3,0,Fullerton
Exceeded our expectations!,"Had a wonderful celebratory weekend from 04 April to 05 April with my friends at The Fullerton Bay Hotel.   At 3pm, we arrived at the check in counter where Yugen served us. It was not long after a short wait that we were taken through the check-in procedures and in-room orientation. We noticed there were hand sanitizers placed at high traffic areas and the hotel is certified as COVID protocol compliant. The whole vibe was just extremely modern and serene. We were greeted by staff everywhere we went.   Upon arrival to the room, we were at a loss of words at how magnificent the view was. Turndown service was great with chocolates before bed :) Breakfast spread and in-room dining options was a little limited but delicious and our requests for ice bucket/shower care items was…",40,Apr-21,Travelled with friends,6,4,Fullerton
Relaxing High Tea,"Nice view, nice setting. The high set menu has a good balance of sweet and savoury items. Love the tea selection , especially the Fullerton Express which consist of white tea and aromatic wildflowers. Thanks to staff, Daniel for the friendly and hospitable service.",50,Apr-21,Travelled with friends,3,0,Fullerton
Afternoon tea,Food is excellent. Love the free flow tea and refillable savouries. Presentation of food is beautiful. Nice ambience. Pastries are so pretty and tasty too. Service is excellent too. Thanks to staff Daniel  for being attentive and friendly.,50,Apr-21,Travelled with family,3,0,Fullerton
"Amazing food, even amazing service","Had a really good evening at La Brasserie as part of my staycation at the Fullerton Bay Hotel. We had some dining credits so why not use them at La Brasserie. The food was great - my first time having escargots and they were fantastic with nice texture and good pesto sauce! We had the seafood Royale and the ingredients were fresh. For our main, we shared the côté de boeuf which was more than what we imagined. But beef was amazing with tender texture and nice amount of fat to make you feel really satisfied in your palette.   What made the experience great was the amazing service and interactions we had with Kumar and Lotha who were of great help in recommending food portions, and making the evening a memorable one. Definitely recommending here for anyone here!",50,Apr-21,Travelled with friends,4,0,Fullerton
HIGH TEA BUFFET,"Kumar is really professionally humorous and my group of friends love it! Services are really good!   Food are great, prefer savoury than sweet.  Great ambience and with great company and great service.   Would come again!",50,Apr-21,Travelled with friends,1,0,Fullerton
"Very Good, but could have been great!","This  hotel has everything going for it, it's a stunning hotel, location is amazing, right on the Marina, Room is a good size very opulent with views to die for, and the staff were very good.  However: -Check in was very slow, even though we had completed all of the paperwork prior to arrival. We were given complimentary drinks for the delays which was a nice offer, but the problem was simply not enough staff on the reception area. -We had a room with a balcony and a fantastic view across the Marina, however we there was only one chair on the balcony. I asked the reception area if we could have another chair so that we could both sit out and enjoy the views, but were told one wasn't available. Surprising that a hotel with a decent size balcony and fantastic views wouldn't have a…",40,Dec-20,Undisclosed,227,151,Fullerton
The Fullerton Bay Hotel staycation,"Overall, a frendly and clean environment stay on 02 April, I would rate  7/10.  The missing points were for the hi-tea / restaurants where being fully booked n leaving no capacity for guests to enjoy the facilities. As a hotel guest, it is annoying all dine-in is not available ( except room service). It worsen when it rains heavily non-stop and got to be drenched to find  good around.",40,Apr-21,Travelled with family,5,2,Fullerton
Fullerton Hotel Landing Point Hi-Tea A disappointment!,"Due to Covid-19 situation, the hi-tea at Landing Point is a disappointment. We paid $52+++ person for hi-tea from 3- 5.30pm. 1st round was 2 Trays of pastries and small nit bits as shown in my pictures. The food selection was so limited too. We waited so long for 2nd & 3rd round of top up for the food and coffee/tea as there is short of staff. But the hotel hi-tea was fully booked. I'm sure the hotel is aware that it is full booking for the hi-tea yet they are under- staff. We are unable to eat more as we waited so long for the top up. The drinks wait was long too.   Nonetheless, the staff is aware that we are unhappy and they apologise. They offer us 20% for Citibank Premier Miles card. But we paid $50 nett yet we ate so little and felt so dissatisfied and unhappy. Pre-covid…",30,Mar-21,Travelled with friends,41,14,Fullerton
Great stay with splendid bay views and top-notch customer service,"I was there with my family for staycation and had a memorable time in Fullerton bay hotel. It was my second stay here,however with a different view this time. My bay view room was facing MBS and ArtScience museum made it so magical.   The customer service was top-notch and I would like to mention Julian Chong specially who looked after my stay with great details. He went out of his way to make the guests their day with his special arrangements! I will definitely be back to stay in a different category room again and cannot wait to return for this wholesome experience. You will never regret staying in an exclusive hotel like this and it brings up the level for other hotels in Singapore.",40,Mar-21,Travelled with family,24,43,Fullerton
My Stay in Fullerton Bay,I like to thank Ummar and Julian for their excellent coordination and arrangement during my family recent stay. They went the extra mile to ensure seamless check in and check out. They perfectly coordinate with the housekeeping to ensure all amenties on the room are well stock and clean up. 3 stars to Ummar and team. Keep up the excellent work,50,Mar-21,Travelled with family,2,2,Fullerton
"Compliment to Lotha, Ida from Fullerton Bay Hotel Singapore",It was one of the rare moments where husband and myself had time for a drink at the restaurant in the hotel.   Ida helped with the drink recommendation based on what we like. We enjoy our champagne.  We liked her taking care of the details and made us v comfortable at our table while we enjoy our drinks.    Pleasw keep up the good work.,50,Mar-21,Travelled as a couple,1,0,Fullerton
Purple Afternoon Tea @ Fullerton Bay Hotel - The Landing Point,Warm hospitality and friendly service provided by the staffs. A good high tea spread with a nice view that is great for an afternoon chill-out with friends. Definitely worth your every single penny! Will visit again!,50,Mar-21,Travelled with friends,1,0,Fullerton
Birthday celebration,"Nice ambient, good service, good food and great ambassadors like Alan and Daniel. Would come back soon. Variety of food and drinks are not too bad, souvenirs to kept for celebration. Also, SGClean certified that makes patrons feel safe.",50,Mar-21,Travelled as a couple,5,0,Fullerton
Good Food,Went for dinner at the french restaurant. Brilliant meal and service. The location of this property is amazing. One of the most luxurious in a central location. Free fireworks during New Year's eve. Easy access to Garden By the Bay.  Do make time for sunrise if you are an early riser,50,Mar-21,Travelled with friends,233,49,Fullerton
Terrible experience,"We booked the Fullerton bay hotel for our honeymoon staycation but was sorely disappointed by the experience.   The hotel room rate is on the premium end among hotel rates in Singapore and yet the TV near the bathtub area was not working and there were also no local channels available to watch for the main TV in the room. The main tv quality was also very grainy, making it very difficult to watch the other limited channels available. This meant that we basically couldn't even enjoy watching tv in a premium hotel room.   The buffet breakfast experience was also very poor. We were standing at the door within our designated dining timeslot but waited for a very long while and only received glances from the waiters and waitresses (they looked at us but did not acknowledge us at all…",10,Mar-21,Undisclosed,3,6,Fullerton
Dinner at La Brasserie,"We had a wonderful evening at La Brasserie, with our host Lotha who was attentive to our needs and who brought out the impressive dinner spread! The sautéed prawn and chorizo entree (pictured) was a standout. Thanks to Ida as well who seated us at the beginning!",50,Mar-21,Travelled with family,2,0,Fullerton
Wonderful food and service,"Amazing food and wonderful service from Kumar and his team! We had the duck confit, steak and the fish of the day. All amazing dishes which we enjoyed. The duck was our favourite - tasty and perfectly crispy!",50,Mar-21,Travelled with family,1,0,Fullerton
Great experience at Gin Parlour,"Happy to spend my Friday night at Gin Parlour and the view was amazing plus the staffs (Anthony, Karen and Asel) were really helpful and attentive. Enjoyed myself with my friend, love the food and drinks as well :)",50,Mar-21,Travelled with friends,1,0,Fullerton
"Nice ambience, good value and great service",Nice ambience and great food. Had the prawns and beef cheek set dinner menu. Credits to Kumar who made our dining experience wonderful for the whole family. Will. Be returning soon enough for round 2.,50,Mar-21,Travelled with family,1,0,Fullerton
Excellent Service and Enjoyable Stay,"Had a fantastic stay for my wedding anniversary. Room was clean and the the bay view room was awesome.  Purchased the stay through Klook, which we encountered hiccup with regards to the fine prints on the check out time. Was upset with the incorrect terms stated by Klook, which the hotel was initially unable to fulfil.  However, after speaking to the reception, Mr Bakthiar turned the tables around with his exceptional service and efforts in order to provide us with a solution that made our stay enjoyable for our special occasion.  Also, would like give credits to another service staff, Mr Syahir, who helped us in creating memories - taking photos for us with his impressive photo-taking skills, coupled with his customer-orientated service and friendly smile.  These service staff…",50,Mar-21,Travelled as a couple,2,4,Fullerton
Wonderful dinner here!,"Had dinner here on a Sunday night. Even though it was nearly full house, service was fantastic, our drinks were refilled promptly, our dishes arrived without delay. Overall, lovely ambience and exceptional prompt and thoughtful service from the staff, especially Kumar! Will be back 😄",50,Mar-21,Travelled with family,5,3,Fullerton
Perfect dinner at La Brasserie,Came here for restaurant week dinner set menu with my husband. It's a four course dinner and the quality of the food was absolutely amazing! From starters to mains to desserts and coffee/tea. All the staff were very attentive and helpful as well (especially from Kumar). We enjoyed our dinner and would love to come back again. Highly recommended!,50,Mar-21,Travelled as a couple,1,0,Fullerton
Brasserie Restaurant Review,"Excellent service from our waiter, Kumar. He was warm and inviting with an attention to detail. Food was good, as expected. Standard French fare. Make sure to come with an empty stomach. Also, the teapot and salt/pepper shakers are astoundingly heavy.",40,Mar-21,Travelled as a couple,32,6,Fullerton
Great Meal Great Ambience ,"The prawn chorizo, duck confit and creme brulee were great! Beautiful restaurant as well, with ultra high ceilings and view of  Marina Bay. Highly recommend coming here.   Had the restaurant week meal which was very worth it. ",50,Mar-21,Travelled with family,16,0,Fullerton
Generous servings with wonderful view,"Staff are friendly and responsive to our requests. Food and ambience is great, with a nice view of MBS. I love that the savouries are free flow! They remembered my request for a little cake for a birthday celebration too. Will come back again :)",50,Mar-21,Travelled as a couple,3,3,Fullerton
Great afternoon tea with amazing view of Marina Bay,A return visit to Landing Point. Really enjoyed  the food and ambience. Service was great as usual.. thanks to Maria who managed to arrange a window seat for my reservation and Lotha who served our table.,50,Mar-21,Travelled with friends,1,0,Fullerton
Lovely high tea,Dropped by Landing Point to celebrate our 2nd wedding anniversary.  Lovely ambience and great service by Lotha. Thank you Lotha for making our experience impeccable.  Would visit again :)  . . . .   . . . .,50,Mar-21,Travelled as a couple,5,0,Fullerton
Best Place to Chill for TGIF,"Best place to chill for TGIF with friends! Great drinks, great atmosphere and scenery... best of all, great and professional service by Anthony at Gin Parlour! Thank you for making us feel welcomed with your hospitality.",50,Mar-21,Travelled with friends,5,8,Fullerton
Fantastic Vibe,It was a relaxing evening at the Gin Parlour with great music and awesome service. Anthony recommended the perfect drinks to go with our taste buds & preference. The Happy Hour drinks are very affordable and food was good too! A great place to chill out after a long week. Will return!! Thank you team..,50,Mar-21,Travelled with friends,3,0,Fullerton
