Review Title,Review Description,Review Rating,Month of Stay:,Type of Trip:,No. of contributions from reviewer:,No. of helpful votes on review:,Hotels
Exceptional Hotel.,"Stayed for two Nights before a Cruise. One of the best Hotels ever stayed at. staff extremely helpful and professional, all dressed in matching uniforms, a credit to all. Room was large, clean, beds so comfortable. Bathroom very modern with nice touch toiletries. Good shower. Very convenient Location. In walking distance to Raffles and Marina Bay. Plenty of food outlets opposite. We very much enjoyed our stay, Would definitely stay here again if visiting Singapore.",50,Apr-18,Travelled with friends,59,19,Carlton
A great stay in the heart of a great city,"I had a great stay at the Carlton for a week this May! The location is perfect near arab Street, near the Raffles hotel and colonial area, a short drive from the marina bay sands area or the botannic gardens or orchard road. The room was perfectly appointed, always clean and maids did a great job Always replacing all I had used. The lobby is Always busy but not crowded as some other bigger hotels in town. A special thanks to the reception as well, always pecise and efficient at all time of day and night, but on top of my thank you list goes the concierge desk and above all Ali Aktar. Always helpfull with a smile Always remembering my name, room number, wake-up call time and helping me finding my way around the city! Thank you ali and thank you Carlton, I hope to come back next…",50,May-18,Travelled on business,8,0,Carlton
Great hotel 5 star,This was our second time to visit to this hotel and as our first it was the tops of all hotels we have stayed at in Singapore .We had a room on the the 17 floor in the club room rating and as always was first class clean  big enough for two people and the bed was so soft  it was hard to leave after a good nights sleep. The club manager and his staff  were very helpful and always had a few words to talk to you when they saw you.We stayed 6 nights on our holiday then flew to Phuket  for 7 nights then back to the Carlton .5 stars for this hotel   and very close to great shopping.  Thank you for a great holiday,50,May-18,Travelled as a couple,7,6,Carlton
Excellent service and club facilities,Well worth staying on Club facility premier wing.  Quiet and well appointed but with one issue temperature setting in hotel is too cold throughout. Room settings cannot be adjusted other than turn off and let room warm up.  However just put on a top and the hotel is great.,40,May-18,Travelled as a couple,142,79,Carlton
Convenient Location Pleasant Stay,"The checkin was smooth.  The room cleaned properly, bed comfortable and buffet breakfast excellent.  Staff in dining room were very helpful.  Doormen were friendly and prompt in meeting requests.  Price is reasonable.",40,Apr-18,Travelled as a couple,173,96,Carlton
Stopover 3 days,"Room was in premier wing of hotel, lovely room. Staff friendly. VERY expensive to eat and drink. Pool area quite ordinary. Nothing special. Not many chairs to sit on. Overall , Singapore too,expensive if you have a family.",40,May-18,Travelled as a couple,43,68,Carlton
Good all Round Hotel for Location and Service,"We stayed here for the second time for 10 days.  The service is good, the restaurant where you have buffet is great,  the staff are friendly.  The rooms are great with everything you need in it.  Walking distance from quite a few tourist spots. The only negative thing I would say is they have replaced the hotel owned Gravity Bar with a privately owned bar that is uninviting and expensive",40,Apr-18,Travelled as a couple,8,0,Carlton
A Great Location !,"The hotel is in a great location for site seeing within walking distance of the Marina Bay area one way and then Orchard Road the other way ! great restaurants across the road in Chijmes complex will satisfy most needs.There was a big disappointment which in a way spoiled our stay in that the hotel was hosting a football tournament and was full of young teenagers and there siblings , this made breakfast and trying to use the pool a nightmare . So if your considering useing the hotel make sure there is nothing like this going on as it will spoil your stay.",30,Apr-18,Travelled as a couple,32,24,Carlton
"Perfect Location, Fantastic Hotel","My second stay here, cannot recommend highly enough. Location close to 2 large shopping malls, excellent restaurants, close to touristy areas and also local destinations. Fantastic gym, beautiful rooms with great bathrooms, comfortable bed, room service very good. Consistant staff who remember and welcome you back to the hotel. The Tuxedo Cafe has a barrister who makes the best decaf lattes in town!  Definitely recommend and will be back.",50,May-18,Travelled as a couple,213,76,Carlton
"Great Hotel, Perfect Location","Stayed 2 nights  16th and 17th May, in one of the executive rooms on 17th floor with great views out  over raffles and Marina Bay Sands hotel.    Spacious room and bathroom, with great bath/shower wet room.  Great pool area, perfect after long day out and about   Bit disappointed booked in August and hotel were offering free buffet breakfast at the time on the rate we booked, but turned up for breakfast on the first morning and were told it wasn't included.    Great location, short 10 minute walk down to boat quay/Clarke quay area, hotel right opposite Raffles City & Chijmes   Would definitely stay here if back in Singapore ",50,May-18,Travelled as a couple,5,0,Carlton
Strategic City Location,"If you want an accommodation near an MRT Station (City Hall) coming from Changi using green line and walking distance to the Merlion and Raffles City Mall, this should be worth trying. The room is chic cozy and spacious. You have a separate shower and tub. Internet is available inside the room. Breakfast and Lunch are appetizing with a selection of singaporean malaysian food. Hotel staff are very accommodating. Checkin and checkout are very quick. ",40,May-18,Travelled on business,27,11,Carlton
Great hotel - Great location ,"Everything about this hotel is good.  From the checking in to checking out, the hotel & it's staff met and exceeded all my expectations.   Restaurants, bar, lobby, lifts, bedroom were spotless clean and all staff showed a real pride in working for the Carlton.   Lots of restaurants within walking distance, but if you want to go a bit further then great taxi service right at the door of hotel.  I would reccomended this hotel & if I'm traveling back to Singapore, I'll definitely be staying here again. ",50,May-18,Travelled on business,258,76,Carlton
Love Singapore BUT..,"Thought we would try a new hotel this visit. Priority in our choosing is always the location.  We prefer the Raffles area as close to many things including good access to brilliant train system. The room design is off putting with open bathroom as you walk in.   No enclosed robes so your hanging clothes visible.    No block out curtains, just see thru type.   In the afternoon and evening the sun streams thru and makes it difficult to see TV. We had need to call ""Engineering:"" for three issues, one is a design fault with the shower.   Don't use the ""rain"" shower head as water will leak into toilet area. Staff were friendly particularly at breakfast where we chatted with couple of people everyday. They obliged with a 2pm checkout which was appreciated.",30,May-18,Travelled as a couple,55,44,Carlton
"Functional, little charm, good location","The lobby, as you walk in, depicts this hotel at a glance. Functional, busy, standard. The room itself was what I liked best, in the new wing. Relatively comfortable with a nice bathroom. The staff were competent. Location is also good, close to a large mall and a 10 minute stroll down towards the river.  The not so good, pool area definitely. Cramped and concrete, not at all what you expect from most hotels in Singapore. Then the breakfast buffet was best skipped, we went across the road to the Movenpick. Singapore has many hotel choices.....",30,Apr-18,Travelled with family,84,86,Carlton
Exceptional hotel experience with best value strategy ,"Our 6 days return stay at Carlton Hotel was again a memorable experience with Mr Ben Kuan, AFOM, and his team providing us with professional and engaging service, as did all other staff with whom we had contact during our stay. We were allocated an excellent 18th floor room featuring modern, clean, and well designed facilities, and we enjoyed daily breakfasts in Cafe Mosaic, as well as Tuxedo Cafe for snacks, Wah Lok award winning Cantonese Restaurant for a dinner, plus Room Service for a meal, and on each occasion our experience was enhanced by superb staff interactions and quality food.  We again took advantage of free-cancellation early booking to secure accommodation, and prior to the 30 days advance purchase special cut-off we replaced the booking with pre-paid purchase…",50,May-18,Travelled as a couple,459,179,Carlton
Great stay!,"Comfy bed, room is clean, location is very convenient, 3 minutes walk to Raffles City Mall. Except toilet area, a bit stint, I have to pour shampoo to rinse around the toilet every day after housekeeping has cleaned the room. This is due to personal hygiene as I can't stand the smell. Over all, awesome and great stay!",50,Feb-18,Travelled solo,62,38,Carlton
Feels comfortable like home,"This stay was in February 2017. Hotel is situated opposite Raffles City Mall which is an approximate 8min walk from City Hall MRT Station. We booked a Deluxe Room and was given one on a high floor such that we could see the sunrise :) Room was moderately spacious and the toilet/shower has an open concept as opposed to the traditional concept where both are in a room on its own.   Overall, we loved the feeling exuding from the room that made us felt right at home. The conceirge staff (counter) was really helpful and had another staff (bellman perhaps) to escort us back to the room to find the item we had left behind even though we had checked out for 2hours plus! Would love to come back for another stay soon! :)",40,Jun-17,Travelled with friends,422,78,Carlton
Excellent location and facilities,"We booked a Club Room for 3 nights 30-Apr to 03-May 2018 after cruising from Australia.  We haven't stayed in Singapore before so is all very new to us as a couple.  The hotel is very modern and well equipped with a beautiful reception.  The room was on the 25th floor offered excellent views and was clean, spacious an very modern.  We found the bed and pillows comfortable and slept very, very well.  The shower had 2 heads - a hand held style shower wand and a rainfall fixed head in the ceiling.  Water was hot and pressure excellent. I thoroughly recommend the Club Room as it offers access to the Club Lounge on the 4th floor.  We arrived early in the day at around 9.30am expecting to leave our luggage and occupy ourselves until the 2pm check in.  However we were taken to the club…",50,Apr-18,Travelled as a couple,23,2,Carlton
Great location!,I stayed at the hotel for a week and was upgraded. The room was spacious and clean. Hotel is within walking distance to Raffles City and Suntec. Close to the major attractions such as Marina Bay Sands. ,40,Apr-18,Travelled on business,125,14,Carlton
Average really,"We stayed few nights in Deluxe room. Check-in was very slow, but friendly. The room what I had reserved was not available. They hoped me to take another room which I politely refused. After 30 minutes I was allocated the room what we had paid for.  Room was very basic and very small. Beds are ok. Tv is almost computer size. Toilet and shower is ok. Everything is averagely ok, but far from excellent.  Breakfast... How to put it. Chaotic! So many kids and teenagers. It was hard to find a seat. Most food was ok, but again nothing special. I mean I prefer western breakfast, but here the taste of noodle soup with fish balls was more exciting.   Location is really perfect near Chijmes and Raffles city. We had food at Chijmes, as there are many cosy restaurants.  Swimming pool area is…",30,Apr-18,Travelled with family,2055,302,Carlton
Nice Location with Great Experience,The hotel is centrally located in the heart of city centre with is surrounded by few MRT stations. The check in process is swift and staffs are really friendly. Room is very spacious and very comfortable with free navigation and internet device provided during the stay. Overall experience is really pleasant. ,50,May-18,Travelled on business,57,43,Carlton
Great location!,"Even though this was my first trip to Singapore (I stayed 4 nights after a cruise), I could immediately tell that this hotel has a great location.  My room overlooked the famous Raffles Hotel and the main entry to the amazing Raffles City Mall.  In spite of being at such a great but busy downtown intersection, my room was very quiet and I slept well.  I did not use the pool but noticed several families enjoying the sunny deck and the pool. The hotel and lobby are very modern and the front desk staff friendly.  It was Chinese New Year when I was visiting, and I loved the guest ""present"" of two oranges in a red bag left in my room, as well as the invitation to join the New Years Celebrations in the lobby, which were great fun. There was a welcoming atmosphere in this hotel.  The…",50,Feb-18,Travelled solo,22,85,Carlton
Expensive and not that good.,"I stay 2 nights. Room was big, but service was poor and room was not as clean as could be. Housekeeping not nice. For price, not HK standard.  Lobby very nice and lobby restaurant was good. Good breakfast",20,Apr-18,Travelled on business,1,3,Carlton
Excellent Hotel,"My wife and I stayed at this superb hotel for 10 nights in a Club Room while attending a wedding in Singapore.. the staff were excellent and the front office manager Jacqueline Tan went out of her way to make our stay there , comfortable  The food at the hotel was great and it was situated centrally .. we could walk to most of the city Centre places and shops  All in all a great hotel with fantastic staff especially those in the club lounge during the last 10 day’s in October 2017 , from the 24th October  Thanks Jacqueline  Thanks to the rest of the staff  Dr and Mrs S C Mathews",50,Oct-17,Travelled with friends,12,16,Carlton
Good location and very good service,"The hotel is very well located to explore the city. I can recommend the ""Club-Floor"" with nice and spacious and clean rooms and a good lounge with a view. They serve good dishes and drinks. The staff is very friendly and professional. Excellent price - value rate",40,Jan-18,Undisclosed,82,202,Carlton
Good customer service and excellent location,"We stayed in a Deluxe room. Request if rooms are available on the top floors. you may get lucky with a view of the Bay. Handy phone was quite ""handy"" to browse the net, book taxis and also with local and international calls (all inclusive). Its good to pay for the breakfast buffet when you reserve the room. They have a huge spread including some Indian samosas on alternate days. Wide variety of Breads, cheese, make your own omelttes, dim-sums, cereals, fruit, yogurt. Good customer service by the entire hotel staff and very clean rooms. Bathroom can be slightly big, but reasonable for Singapore standards (given the real estate). Nearest MRT is 7 minutes from the hotel (depends on how fast you walk).",50,Apr-18,Travelled with family,215,22,Carlton
Quite a good hotel except for the on/off sound made by the AC in room,"Well, my title might sound funny. But, what else to mention in a big 5 star hotel which is supposed to have everything perfect. Carlton is also perfect except for this one thing which I experienced. Which is the sound the Aircon makes in the room while it switches on and off automatically to maintain the temperature. Well, it might not bother somebody because it is not too loud. But, yet it did matter to me as I could hear and feel the sound. But, not that I found it tough to sleep. But, then as per me a 5 star hotel has to be perfect and this is just the one reason why I did not rate this hotel excellent overall.  Rest everything is excellent. What is commendable is the HUGE lobby it has and the lovely decor it has. One of the best I have seen. The butterfly decor at the…",40,Mar-18,Travelled on business,260,356,Carlton
Smplyone of the best places to stay in SIngapore,"My wife and I have just finished a 5 night stopover in Singapore on our way to Australia.  We had heard good things about the Carlton and we were not disappointed.  It is in a fabulous position (next door to Raffles) and almost everything you need is within walking distance.  Great restaurants, shops, bars and if you want to go further afield then the MRT is just a few minutes from the hotel.  We had a great room on the 19th floor (1901) which has a fantastic view across all of the downtown area of Singapore, see pictures.  This helps you get your bearings and gives you some tremendous views.  The room is luxurious with every amenity you would expect.  The bathroom has floor to ceiling windows (with blinds if needed).  The staff are very friendly and the breakfast buffet has a…",50,Apr-18,Travelled as a couple,199,83,Carlton
Super hotel,"My wife and I spent 3 days here at the end of January. On arrival we were pleased to have a room upgrade and our high room had a view over Raffles and out to The Gardens on the Bay. It was lovely to see the Marina Bay hotel and its surrounds illuminated at night. The staff was excellent, the room was well appointed and the public areas were modern and clean. There is a pool and bar with areas to relax after a day's humid sightseeing. There are a couple of subway stations near the hotel and it is worth buying a rail card because the stations and trains in Singapore are simply brilliant and so easy to use. Thanks to all at The Carlton for a great stay",50,Jan-18,Travelled as a couple,22,56,Carlton
Brilliant hotel,"Stayed here for overnight stopover 20 April There had been a mix up with the travel agent so no room had been confirmed for us. The staff could not have been more helpful. They telephoned their booking services and tried the travel agent for us but with  no luck, . They allocated us a lovely room on 21 floor, which was very nice. Although we had to pay twice for our room it was no fault of this hotel. The hotel is very well situated close to raffles and the malls. The room was modern and clean. The buffet restaurant was ok, although the cold seafood on offer was overcooked. Good choice for most cultures. Lovely swimming pool, with bar and towels, sun beds provided. Definitely stay here again",50,Apr-18,Travelled as a couple,33,10,Carlton
"Good location, highly recommended","Our family stayed there for 3 nights. Good location, 3-min walk to closest MRT station (passing through shopping mall so no worry even though it's raining). Buffet breakfast was excellent with lots of choices (international plus SE Asian style). We stayed at middle floor with nice city view too! Will definitely stay again for my next Singapore trip!",40,Jun-17,Travelled with family,10,8,Carlton
Excellent stay,"Check-in and out process was swift, the rooms are very luxurious and spacious and we were even given a free upgrade upon check-in! The receptionist, Azlina was a delight and certainly made our stay much more indulging. Also the Dim Sum at the Wah Lok restaurant is highly recommended.",50,Apr-18,Travelled with family,161,64,Carlton
Lovely Hotel and Central,A lovely Hotel and beautiful lobby as soon as you walk in. Rooms were lovely and staff friendly. We had two rooms booked. Only criticism was our room was next to the lift well and we could hear the lifts so was a bit hard when trying to sleep.   Across the road from Raffles City is so handy and also Chijmes for dining. We just used taxis everywhere as so Central didn’t cost much at all and taxis continually come into the Hotel.,40,Apr-18,Travelled with family,48,51,Carlton
Met our expectations comfortable stay,"Good hotel and service true to its brand, good breakfast options, walkable distance to shopping and restaurants, enjoyed our stay. Would definitely look for this brand at other places. Have already recommended to friends.",40,Jun-17,Travelled with family,699,244,Carlton
Staycation,"Stayed for one night in an Executive Room to celebrate my partner’s birthday. We were given a room at the 15th floor with a partial view of MBS. The bed and the pillows were very comfortable. The room’s upholstery seems old though and the toiletry is just ok. For the price and especially the location, I would recommend it.",40,Apr-18,Travelled as a couple,13,21,Carlton
Great Location,"Stayed for 3 nights, the location was great next to The Raffles, Raffles City, Chijmes and Suntec. We also were able to walk to and from Bay Marina Hotel and Gardens By the Bay and the bus there was just 100m from the hotel at $1.40! Also a nice walk to Orchard Rd. Room was clean and spacious.  Free water bottles which was a plus! And the samsung phone was great to use out during the day. I missed it on the last day after we checked out.  We bought discounted tickeys to Gardens by the Bay via the mobile as it would show daily specials.    We had breakfast out though room service was great and friendly. Would stay again.",50,Apr-18,Travelled as a couple,4,0,Carlton
Well located good value hotel,"Carlton Hotel is centrally located with many of the things you want as aviator nearby. Having visited Singapore many times over the years and having Singaporean friends I have came to appreciate the best area to stay so you have everything nearby without having to travel to get everywhere you need to go, e.g., cafes/food courts/ simply lunches etc, shops - Raffles City across the road from the Carlton; Suntec City complex which is the terminus for the City Sightseeing hop on hop off bus (a complementary inclusion in the the Singapore Airlines stopover package); Singapore Flyer; Gardens by the Sae etc. Hotel has been here for years and is very well maintained and decorate and facilities uptodate. Staff and services are good without being intrusive. Cafe in foyer is good, convince…",50,Apr-18,Travelled with friends,136,69,Carlton
Can’t fault them. A fantastic experience in Singapore,"The Carlton Staff and Hotel were great. Very well prepared and professional In Every way.   The room was very spacious, great interior design with a large well equipped bathroom with shower and separate bath.   A good desk facing the window and the king size bed and pillows were comfortable.   A nice treat was there were two bottles of free water included and a great range of bathroom accessories such as toothbrush, razor, sewing kit, cotton buds etc.   They even had a free mobile phone you could use (see photo) with free local calls and browsing. Although I did not use this, it was a great feature I have never seen anywhere else in the world.   Internet was included on my room rate.   Housekeeping was excellent - aiming for perfection.   The pool and gym area were well looked…",50,Apr-18,Travelled on business,1654,346,Carlton
Excellent!,"All employees are very courteous the moment you step out of the taxi to check-in, until checking out. Very friendly and observant to our every need (my mom needed an extra blanket as the hotel room was so cold, the only downside is that you can't adjust the room temp). The hotel room was spacious. We tried to fit 3 adults in 1 room and was still comfortable to move around in, even with 3 large luggages and 2 hand carry pieces. A regular twin room could fit in 3 people, as we requested for an extra bed. Very impressed with the vanity bec they had a separate area where i could put on my make up with natural sunlight (picture attached). Also the shower has a rain feature, which was so relaxing after a long day. Most importantly, LOCATION. It has the BEST location bec it is in front…",50,Apr-18,Travelled with family,4,0,Carlton
Great visit,Very nice hotel. Worth the money. Comfortable rooms with all the luxe you can imagen. Good aircon and wifi. Very friendly staff. One minus point the old and not fresh wheat and rey bread on the almost perfect breakfast buffet.,50,Apr-18,Travelled as a couple,148,4,Carlton
Absolutely luxurious stay,"I researched a number of hotels before choosing to stay at the Carlton Hotel.  I must say I am extremely pleased with my choice.  The hotel exceeded my expectations in every way.  The staff were efficient, friendly and accommodating to all of our requests.  We were able to check in early and extend our checkout by 2 hours which was much appreciated as it allowed us so much more convenience and flexibility.  All at no extra charge.  We paid the extra to be in the Club room which was so worth it.  The breakfast was wonderful, as is the view from the lounge area.  The drinks and canapes were more than worth it.  Our room was exceptional.  We especially loved the bathroom and the little extras such as robes and slippers and free good quality toiletries.  It was peaceful and quiet…",50,Apr-18,Travelled as a couple,24,8,Carlton
Excellent location ,"Lovely reception area, cannot say staff particularly friendly or welcoming just gave us our room details. Room was nice modern. Breakfast buffet style excellent spoilt for choice, we also liked the cafe on the ground floor. The pool area nice enough. MRT walking distance and Raffles shopping centre, plenty of eating places walking distance. ",40,Mar-18,Travelled as a couple,173,52,Carlton
"2 stays - 1 good, 1 not so good ","We stayed here twice recently; once in February and once in April with 2 different experiences. I say this based on the room we were given each time was completely different, yet we paid for the same room type on each stay.   Our first room during our February stay was fantastic. Huge, with a massive bathroom which included a bathtub and shower. However our second room we were given for our April stay was about half the size in comparison. There was no bathtub, not even any bathrobes in the room. This was a disappointment as we only booked a return stay based on our first experience.   The hotel itself is huge, with hundreds of guest rooms. The lobby area is always busy, however we never encountered a queue for check in or out which was appreciated.   The pool area is small but…",30,Apr-18,Travelled as a couple,66,109,Carlton
My Home :),"Well. This is my second stay in Singapore on my project work. Fantastic place I have found after so much of research on the hotels. I enjoyed the quietness, the cleanliness and the lovely staff. Samira always ensured my stay is very much pleasant and kept my room like my home. Thank you so much Samira. Best staff I have found in Carlton during my stay. Love you guys. Keep up the great culture you are showing to your Guests.  Definitely I will come back to you guys when I visit Singapore in the future. Thank you:)",50,Apr-18,Travelled on business,1,0,Carlton
Nice location and fantastic view!,"Room is very clean and we had the room that had the view of the Singapore eye... Lovely.... The location is very near to city Hall MRT station, with plenty of food and restaurants to choose from. Would definitely stay in this hotel again",50,Mar-18,Travelled as a couple,6,0,Carlton
Holiday of a lifetime,"We stayed in this hotel in April 2018 as it was my sisters special birthday we used to live in Singapore 1959 to 1962 so we went back to reminisce the old times was not disappointed!!! The stay was an excellent lovely staff,rooms & breakfast lots to choose from a fantastic holiday",50,Apr-18,Travelled with family,4,6,Carlton
Outstanding,"Switched to Carlton after spending a disapointing night at another hotel. From time you arrive at Carlton, you will be encounter a welcoming and pleasant staff. I would like to recognize Samira and Safuan for ensuring that my stay was exceptionally comfortable. Carlton will be my first choice from now.",50,Apr-18,Travelled on business,1,0,Carlton
Perfect location!,"Flew into Singapore at 9 am. Got to hotel and they allowed us to check in immediately (without waiting until after noon)  Great hotel located near public transport and Shopping Centre. The rooms are very spacious and comfortable, clean, well appointed and nicely designed. Breakfast  is ok. The WIFI is excellent. Marina Bay is in a walking distance.",50,Mar-18,Travelled as a couple,49,69,Carlton
Great location ,Hotel is in a great location I always try to stay in the city hall area as it’s in walking distance to everything you need. The hotel was beautiful rooms were a decent size and beds were comfy! Would stay here again,50,Apr-18,Travelled with family,32,8,Carlton
Wrong room type reserved,"Nice room when we eventually got the accessible room reserved. Lacking in meal options. Buffet breakfast only as an optional extra on room account. Cafe with limited choices, so we ate out. Two coffee sachets only both days",40,Mar-18,Travelled as a couple,6,3,Carlton
One of the best hotels in Singapore,"Stayed in the hotel with my 2 teenage sons and everything was perfect. Nearby restaurants, Raffles mall just across the hotel, 3 min walk to the subway, and most of all, good service. Honest staff as we left our smart phone inside the the hotel...even after they cleaned the room, the phone was still left inside. Will definitely come back to this hotel.",50,Dec-17,Travelled with family,341,5,Carlton
Great hotel with excellent location,"I stayed at Carlton five nights in april 2018, at my first visit in Singapore. To my surprise, most of the things that I had planned to see, was in walking distance. Very comfortable room, friendly service and clean. Carton will probably be my first choice next time I am going to Singapore. An I will return! Singapore is one of the most fabulous citys I ever visited!",40,Apr-18,Travelled on business,287,93,Carlton
I GAVE IT ANOTHER CHANCE,"Despite swearing I'd never stay here again..... well here I am ! It's all about the location- simply fantastic. On this occasion, I took advantage of THE LOCATION. I did not eat breakfast here / nor did I partake of anything other than the accommodation. Way to go. My tab was $ 10.00 over and above accommodation. This is the recommended approach.",40,Mar-18,Travelled as a couple,181,48,Carlton
"Highly recommended, well done!","We had an excellent stay at the Carlton. The property is well maintained, with large spaces and roomy layout. Situated right in the heart of the city, the location is great value for the price.   Rooms are bare minimum, but just what you need, no fuss or frills. Beds are comfortable. We ordered room service and the food was surprisingly top-notch. Service was solid. Our pre-booking for a day-use room went on without a hitch and staff were friendly.   We are already thinking of when we can book another stay! This four-star hotel surely over performs on expectations.  Room tip: choose the studio rooms, which are well worth the upgrade. The free standing bathtub provides a relaxing soak at the end of the day. These are situated at the old tower, but were refreshed not too long ago.",50,Apr-18,Travelled with family,12,5,Carlton
Great location and service ,"Stayed here for 3 nights in March, we asked for an early check in when we booked as our flight arrived early morning, arrived at the hotel at 8:30am and our rooms were ready :)  rooms were nice and spacious staff were helpful and the hotel is also in a very good location - a lot closer to Clarke quay, marina bay sands etc than hotels on orchard road. Would def stay again if I came back to Singapore",40,Mar-18,Travelled with friends,15,0,Carlton
2nd time stay!,"Not disappointed! Lovely and comfortable stay, still.  Clean rooms, complimentary bottled water. Location is great, walking distance to Bugis and other MRT station. Few walks away from Raffles City Mall, where you can eat at their food hall, buy your basic necessities at cold storage like water. And if you're a Catholic, there's a church nearby where regular mass are held.",40,Mar-18,Travelled with family,116,26,Carlton
Very good comfortable central city hotel for business or leisure,"Stayed in an Executive (King) Room for six nights while attending a conference at the nearby Pan Pacific hotel (to marginally save on accommodation costs).   The Carlton was very comfortable and perfectly suitable for a lengthy city hotel stay, with the Executive Room providing good space and comfort.  Large sleeping room with large bed, Executive Desk and flat TV.  Found the international TV selections to be limited (limited sports & movie channels), and the wardrobe was only an open-sided hanging rack, but modern safe, minibar, and iron/board provided.  The bathroom provide separate bath & shower, with large vanity and multiple mirrors.  Very comfortable and decent natural light.   The location on Bras Basah Road is opposite 'The Chimes' complex and 'Raffles City' shopping…",40,Mar-18,Travelled on business,358,189,Carlton
Last minute booking ,We chose this hotel randomly.  We needed a day room after completing a cruise and we are really happy with the choice we made. Modern and large rom.  Very comfy bed with great sheets and soft pillows. The food in the Chinese restaurant was superb.  Would definitely choose this place again. ,50,Apr-18,Travelled with friends,80,44,Carlton
Good value; Good location,"We stayed 3 nights before our cruise and were very satisfied with the hotel.  Within walking distance to start of hop on, hop off buses, to Arab and Chinese quarters and to Boat Quay.  I would recommend for those staying for 2-3 days.",40,Feb-18,Travelled with friends,33,6,Carlton
2 Day stopover ,"My wife and I stayed at the Carlton Singapore, enroute to Sydney. 2 days in total which have been really great. First tip - taxi from airport to downtown Singapore is quick and easy to access. Cost us 24 SGD so cheap enough. Arrived at Carlton approx 10pm in the evening. First impressions were very good, bags taken from taxi, directed to reception desk which wasn’t busy at that time. After a pleasant welcome we were informed that our room had been upgraded to 19th floor which included Club lounge access. When we arrived at the room (top floor) it was very well appointed with everything we expected of a 4* hotel with a few added bits of luxury.  Bathroom was extremely well laid out with separate bath and shower. The view was over part of the city, including Raffles Hotel which…",50,Apr-18,Undisclosed,7,5,Carlton
Beautiful rooms great location ,"Beautiful room, lovely large bathroom, great view across to Raffles and Marina Bay Sands across the way.  Not far from Boat Quay and Clarke Quay.   Excellent location on Bras Basir Road.  MRT train station across the road under Raffles City Shopping Mall.   Unfortunately the bar was closed and we were instructed to go to a makeshift bar in another area.  The carpet stank of carpet wetness or mould and some of the menu drinks not available.  It took quite a while to get a bucket of ice.  They did allow us to check in early and the check out was midday. Great location.  Would stay again.",50,Feb-17,Travelled as a couple,92,16,Carlton
Service!!!,"Service is not really a Singapore “thing” but the staff of this hotel really stepped up. I usually spend a few days in Singapore on connections between other cities. On one trip my small carry on bag with a large amount of cash, all credit cards, passport, visas etc. was stolen at Chiang Mai Airport. Theft is also not a very Singapore “thing”. I had a 3 day prepaid reservation at The Carlton. Not only did they allow me to check in without ID and credit card but allowed me to stay 7 days past my booking with only promise of payment while I got everything replaced. I don’t know many hotels that would step up and do this so 5 stars just for that. AND the hotel itself was great. Nicely appointed rooms. I had a great view. Attentive service and a fantastic location. Couldn’t be…",50,Apr-17,Travelled on business,63,66,Carlton
Perfect Location,"I travel to Singapore regularly and this was the first time I chose Carlton Hotel and I am sure this is not going to be my last stay in this hotel. The location is perfect with the CBD (I was there for work) in close proximity along with other sights like Marina Bay, Raffles etc.   This was the first time a Singapore hotel offered me a room at 8 AM given the fact that the hotel was pretty much fully occupied. Much appreciated. The room size was good and had great views of the Singapore skyline.Breakfast spread was also good and the check out was smooth. In all it was a memorable two night stay at Carlton Singapore.",50,Mar-18,Travelled on business,53,26,Carlton
Good hotel but...,"This is a very good hotel.  The rooms are ultra modern and have all the amenities.  The problem are two fold. First the hotel doesn't keep the key card in room to keep room air conditioning going. So you come into a warm room that you have to cool down right away,  This unacceptable. My room took 9 hours to go from 24.5 Celsius to 22 (76 F to 72F). Second, the bed quality is not very good (very firm).",40,Mar-18,Travelled on business,168,100,Carlton
Time to chillax,Booked this hotel during my wife's visit so that we can be nearer to the city center. The hotel lobby was busy with people but has a surreal ambience. I like the room that was given to us that ince inside I do not want to go out anymore. The hotel is walking distancea to malls and resto bars. Also the staffs are courteous and friendly. Will be back again in this hotel.,40,Mar-18,Travelled as a couple,110,27,Carlton
Perfect Place with great service,"Best Choice to stay in a perfect hotel in a very good location. The Club room with view of the Marina Bay Sands hotel was well furnished with all amenities you want. The lounge was cozy and the breakfast and Happy Hour buffet was excellent.  MRT was 4 min round the corner and many other places (Raffles, chimes, raffles city etc). Are in a short distance. All in all it's really best place to stay and you will get a perfect and very helpful service.",40,Jan-18,Travelled as a couple,5,2,Carlton
Quality Hotel Experience,"I stayed at this hotel recently for 4 nights. My experience was extremely positive on all accounts--from arrival to departure. All staff encountered were friendly and professional--quick to respond to any questions. My room was on the 22nd floor--good view; lots of space; the bed was of good quality; lots of hot water; very good internet service; the fitness center had more equipment than I expected--while not large, still lots of room and equipment to have a great workout; outdoor pool was nice; lots of lounge chairs;the restaurant for breakfast had an excellent selection of food options--the chefs did a great job preparing my omelette each day; wait staff were prompt to ask about tea, coffee or other needs. Great location to Raffles City Mall, the SunTec Convention Center;…",50,Mar-18,Travelled on business,271,103,Carlton
Perfect hotel,"Spent a week in the Carlton, located in the centre (near Raffles). Good connections by car and public transport. Great rooms, pitty swimming pool was most of the time in the shadows. Restaurant very good, staff very friendly. Only negative point is that is was too busy, but that is not their fault, the hotel is just too big to be called quiet.",50,Feb-18,Travelled on business,117,99,Carlton
